,field_1,LEGALLAND,Mer,TP,RG,Qrtsec,Section,Qrt,Series,Slope,OM,Name,Name_2,Name_3,Name_4,easting,northing,b1,b2,b3,b4,b5,b6,b7,ari,ari_noBareSoil,CRSI,CRSI_noBareSoil,NDVI_July_Aug,NDVI_July_Aug_noBareSoil,NDVI_Sept_Oct,NDVI_Sept_Oct_noBareSoil,NDVI_SD,SAVI_Jul_Aug,SAVI_Jul_Aug_noBareSoil,SAVI_Sept_Oct,SAVI_Sept_Oct_noBareSoil,dem_3x3_sd3x3,dem_3x3_sd5x5,dem_3x3_sd9x9,dem_3x3_sd21x21,dem_9x9_sd21x21,dem_9x9_sd101x101,dem_3x3_tri,dem_5x5_tri,dem_9x9_tri,dem_9x9_tri_20,precip,temperature,MidSlope_Pos_100m,Norm_Height_100m,Slope_Height_100m,Stand_Height_100m,SWI_100m,Valley_Depth_100m,precip_spring,precip_summer,temperature_high,MODIS_NDVI_May_Oct,MODIS_NDVI_May,MODIS_NDVI_June,MODIS_NDVI_July,MODIS_NDVI_Aug,MODIS_NDVI_Sept,MODIS_NDVI_Oct,MODIS_NDVI_SD,MODIS_NDVI_Max_Min,MODIS_NDVI_Max_Month
3864,3865,SW-15-47-19-2,W2,47,19,SW15,15,SW,HHA,M,10.4,HOEY ORTHIC BLACK,,,,519932.6559,5877786.323,634.1429,843.5,1011.3,1555.6428,2967.15,2970.6,2761.1667,3.055472,3.5844243,0.8547513,0.86223817,0.6773263,0.71922326,0.21036482,0.4062344,0.227951281529882,1.01683983774093,1.06714841372836,0.315425063558972,0.611958380491568,0.40436867,0.6596499,0.8962527,1.1721619,0.9037992,2.1474817,1.0177095,0.9229526,0.48675868,0.6381228,536.8814,287.98544,0.05681423,0.5284071,2.2414536,391.49982,9.0845,2.000453,141.543808995272,297.542417934024,4.8292685,0.37685436,0.24421093,0.4037319,0.7095223,0.6391554,0.33605397,0.27125612,0.46531138,0.2729253,7
3865,3866,SW-15-47-19-2,W2,47,19,SW15,15,SW,KAA,M,7.2,KAMSACK ORTHIC DARK GRAY,,,,519932.6559,5877786.323,634.1429,843.5,1011.3,1555.6428,2967.15,2970.6,2761.1667,3.055472,3.5844243,0.8547513,0.86223817,0.6773263,0.71922326,0.21036482,0.4062344,0.227951281529882,1.01683983774093,1.06714841372836,0.315425063558972,0.611958380491568,0.40436867,0.6596499,0.8962527,1.1721619,0.9037992,2.1474817,1.0177095,0.9229526,0.48675868,0.6381228,536.8814,287.98544,0.05681423,0.5284071,2.2414536,391.49982,9.0845,2.000453,141.543808995272,297.542417934024,4.8292685,0.37685436,0.24421093,0.4037319,0.7095223,0.6391554,0.33605397,0.27125612,0.46531138,0.2729253,7
3866,3867,SW-15-47-21-2,W2,47,21,SW15,15,SW,BBA,,9.3,BLAINE LAKE ORTHIC BLACK,,,,500312.0484,5877784.823,525.5,743,876,1397.1666,2567.75,2935.5,2315.3333,3.1183784,3.3648748,0.8566745,0.8620702,0.6907881,0.73533434,0.2545667,0.42389143,0.220038345153715,1.03595564280108,1.07129348338623,0.380254791318315,0.630541871921182,0.64997244,0.7207377,0.81471467,1.7063825,1.2299795,2.891126,0.73317283,0.613493,0.6548243,1.392955,530.8336,287.92325,0.14119859,0.4294007,1.8806945,387.9707,8.712695,2.4852173,139.603320206597,293.103079565294,4.5609756,0.424066,0.2434356,0.48276076,0.7970512,0.69080734,0.38856024,0.29889297,0.55361557,0.29505116,7
3867,3868,SW-16-11-14-3,W3,11,14,SW16,16,SW,WKA,U,3.1,WYMARK ORTHIC DARK BROWN,,,,294318.729,5532123.593,827.3,1195.2,1476.1818,2165.0667,3303,3015.2036,2902.3215,0.9429638,1.6685922,0.74977285,0.81859577,0.24153338,0.45240426,0.14594173,-3.4E+038,0.134541734257423,0.362249114728251,0.705813901018035,0.219585412704495,0.511600159187443,0.13846903,0.62303597,1.138241,3.3035827,3.1345584,27.14823,1.0078195,1.0104074,1.0464935,2.148567,463.33054,288.58203,0.40024462,0.7001223,5.808912,796.7429,10.1132765,2.4880838,144.659469114002,248.17013878838,15.560976,0.30105132,0.2166072,0.39290333,0.5953574,0.32932842,0.23595837,0.20908046,0.38627696,0.2081689,7
3868,3869,SW-16-11-14-3,W3,11,14,SW16,16,SW,WKA,M,2.5,WYMARK ORTHIC DARK BROWN,,,,294318.729,5532123.593,827.3,1195.2,1476.1818,2165.0667,3303,3015.2036,2902.3215,0.9429638,1.6685922,0.74977285,0.81859577,0.24153338,0.45240426,0.14594173,-3.4E+038,0.134541734257423,0.362249114728251,0.705813901018035,0.219585412704495,0.511600159187443,0.13846903,0.62303597,1.138241,3.3035827,3.1345584,27.14823,1.0078195,1.0104074,1.0464935,2.148567,463.33054,288.58203,0.40024462,0.7001223,5.808912,796.7429,10.1132765,2.4880838,144.659469114002,248.17013878838,15.560976,0.30105132,0.2166072,0.39290333,0.5953574,0.32932842,0.23595837,0.20908046,0.38627696,0.2081689,7
3869,3870,SW-16-27-25-3,W3,27,25,SW16,16,SW,ADE,L,2.9,ARDILL ELUVIATED BROWN,,,,188669.0374,5693090.017,883.1667,1251,1561,2278.375,3305,2982.33,2847.6667,0.9256717,1.4455503,0.7502456,0.80326897,0.28996176,0.51214963,0.16348575,0.34003094,0.122558272638629,0.435934137508807,0.697059438666273,0.245007066086217,0.516330956468393,0.50916815,0.6776922,1.1287943,2.4392178,2.1399837,5.150663,0.9980767,0.9131778,0.9094222,1.6772585,421.24765,288.48557,0.3231643,0.33841786,1.3096998,630.02673,9.144369,2.564487,125.618274525973,233.445734987239,13.414634,0.33242548,0.22503479,0.3647195,0.5803202,0.42347312,0.29884115,0.2500538,0.3552854,0.20594202,7
3870,3871,SW-16-27-25-3,W3,27,25,SW16,16,SW,ADA,M,2,ARDILL ORTHIC BROWN,,,,188669.0374,5693090.017,883.1667,1251,1561,2278.375,3305,2982.33,2847.6667,0.9256717,1.4455503,0.7502456,0.80326897,0.28996176,0.51214963,0.16348575,0.34003094,0.122558272638629,0.435934137508807,0.697059438666273,0.245007066086217,0.516330956468393,0.50916815,0.6776922,1.1287943,2.4392178,2.1399837,5.150663,0.9980767,0.9131778,0.9094222,1.6772585,421.24765,288.48557,0.3231643,0.33841786,1.3096998,630.02673,9.144369,2.564487,125.618274525973,233.445734987239,13.414634,0.33242548,0.22503479,0.3647195,0.5803202,0.42347312,0.29884115,0.2500538,0.3552854,0.20594202,7
3871,3872,SW-16-27-25-3,W3,27,25,SW16,16,SW,ADA,U,2.3,ARDILL ORTHIC BROWN,,,,188669.0374,5693090.017,883.1667,1251,1561,2278.375,3305,2982.33,2847.6667,0.9256717,1.4455503,0.7502456,0.80326897,0.28996176,0.51214963,0.16348575,0.34003094,0.122558272638629,0.435934137508807,0.697059438666273,0.245007066086217,0.516330956468393,0.50916815,0.6776922,1.1287943,2.4392178,2.1399837,5.150663,0.9980767,0.9131778,0.9094222,1.6772585,421.24765,288.48557,0.3231643,0.33841786,1.3096998,630.02673,9.144369,2.564487,125.618274525973,233.445734987239,13.414634,0.33242548,0.22503479,0.3647195,0.5803202,0.42347312,0.29884115,0.2500538,0.3552854,0.20594202,7
3872,3873,SW-16-30-04-3,W3,30,4,SW16,16,SW,TUC,,3.4,TUXFORD DARK BROWN SOLODIZE,,,,395074.6433,5713810.503,791.5336,1148.9166,1347.375,2006.3889,2853.9167,2999.509,2423.5,1.2579185,1.9015288,0.79123,0.8230482,0.4113885,0.50925446,0.18213359,0.44328684,0.178293066475157,0.61916678934197,0.853686106764737,0.273991780518761,0.578935178220167,0.42747787,0.59053427,0.84678626,1.2402345,1.0143725,4.219686,0.8787155,0.75299054,0.6384297,1.1467118,464.21542,288.8531,0.0182308,0.5091154,1.8951536,516.6764,8.698542,1.8272946,129.908640689736,253.893064747275,11.804878,0.32174948,0.2336381,0.35427514,0.66542137,0.4711924,0.28563428,0.25681317,0.43178326,0.23757473,7
3873,3874,SW-16-30-04-3,W3,30,4,SW16,16,SW,TUE,,3.2,TUXFORD DARK BROWN SOLOD,,,,395074.6433,5713810.503,791.5336,1148.9166,1347.375,2006.3889,2853.9167,2999.509,2423.5,1.2579185,1.9015288,0.79123,0.8230482,0.4113885,0.50925446,0.18213359,0.44328684,0.178293066475157,0.61916678934197,0.853686106764737,0.273991780518761,0.578935178220167,0.42747787,0.59053427,0.84678626,1.2402345,1.0143725,4.219686,0.8787155,0.75299054,0.6384297,1.1467118,464.21542,288.8531,0.0182308,0.5091154,1.8951536,516.6764,8.698542,1.8272946,129.908640689736,253.893064747275,11.804878,0.32174948,0.2336381,0.35427514,0.66542137,0.4711924,0.28563428,0.25681317,0.43178326,0.23757473,7
3874,3875,SW-16-36-16-3,W3,36,16,SW16,16,SW,BRA,M,4.2,BRADWELL ORTHIC DARK,BROWN,,,278400.2187,5775871.116,829.0714,1146.6428,1384.4706,2095.2239,3398.4443,3015.8145,3000,1.2611531,1.8319473,0.79027647,0.8239713,0.39943314,0.55702007,0.18701914,0.35570723,0.172302988475502,0.599470446172273,0.822156562758802,0.280192972268781,0.544698521965648,0.50389224,0.75177187,1.1187125,2.3602965,2.045871,9.622691,0.9274376,0.82581747,0.71425843,1.6463966,449.61633,288.11777,0.062638246,0.46868086,2.12569,540.604,9.1571865,2.4069,123.699509969547,248.17806315312,8.097561,0.345277,0.23331466,0.38207018,0.7301447,0.54181236,0.31099972,0.25942442,0.49683002,0.25436336,7
3875,3876,SW-16-39-26-2,W2,39,26,SW16,16,SW,CDA,M,6.5,CUDWORTH ORTHIC BLACK,,,,452832.127,5800321.697,699.03125,962.5,1132.5,1717.5834,2773,2979.5,2469.7222,1.6410583,2.3266609,0.81345755,0.8393436,0.54843915,0.66685766,0.19378987,0.38277686,0.189247283444671,0.823915725541694,0.951553469348333,0.291311594711004,0.585096429310721,1.5777104,2.4241245,3.435068,7.702048,7.3500233,19.371372,2.7703142,2.6679287,2.5367265,4.8947597,505.0876,288.25327,0.08654759,0.4567262,2.271255,514.17883,8.413645,2.6986423,137.079216320875,279.171514079427,6.3170733,0.36663905,0.23043351,0.4298236,0.7633402,0.5412947,0.31406456,0.2594764,0.53290665,0.27673236,7
3876,3877,SW-16-45-02-2,W2,45,2,SW16,16,SW,CRC,,3.5,,,,,685567.6116,5861931.396,577.625,731.5,864.5903,1419,3198.8452,3016.3538,2959.8,1.7259707,2.4142997,0.8150686,0.8389695,0.5591992,0.6926935,0.327205,0.42554578,0.185848064809965,0.838063078189753,0.976125353904519,0.490526666294432,0.654351461357086,0.27723077,0.42535993,0.5982983,1.3851395,1.2607485,7.7192965,0.5423873,0.5034746,0.47148943,0.9009704,615.7771,287.7558,0.22021918,0.3898904,2.6842232,256.29587,9.85843,4.202412,154.854783691444,336.284355099759,4.4634147,0.40835625,0.2871634,0.5898296,0.79523605,0.5814021,0.33692148,0.29468176,0.5080726,0.28915462,7
3877,3878,SW-16-45-15-2,W2,45,15,SW16,16,SW,TIA,,4.9,TISDALEORTHICDARKGRAY,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3878,3879,SW-16-45-15-2,W2,45,15,SW16,16,SW,ARC,,5.8,ARBORFIELDDARKGRAYSOLODI,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3879,3880,SW-16-45-15-2,W2,45,15,SW16,16,SW,EDF,L,1.6,ELDERSLEY GLEYED DARK GRAY,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3880,3881,SW-16-45-15-2,W2,45,15,SW16,16,SW,TIA,U,4.9,TISDALE ORTHIC DARK GRAY,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3881,3882,SW-16-45-15-2,W2,45,15,SW16,16,SW,ARE,,5.2,ARBORFIELDGRAYSOLOD,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3882,3883,SW-16-45-15-2,W2,45,15,SW16,16,SW,EDD,,5.8,ELDERSLEYDARKGRAYLUVISOL,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3883,3884,SW-16-45-15-2,W2,45,15,SW16,16,SW,TIA,,4.9,TISDALEORTHICDARKGRAY,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3884,3885,SW-16-45-15-2,W2,45,15,SW16,16,SW,ARE,M,5.2,,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3885,3886,SW-16-45-15-2,W2,45,15,SW16,16,SW,EDF,,1.6,ELDERSLEYGLEYEDDARKGRAY,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3886,3887,SW-16-45-15-2,W2,45,15,SW16,16,SW,TIA,M,6.1,TISDALE ORTHIC DARK GRAY,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3887,3888,SW-16-45-15-2,W2,45,15,SW16,16,SW,EDE,,5.6,EDENWOLDELUVIATEDBLACK,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3888,3889,SW-16-45-15-2,W2,45,15,SW16,16,SW,ARI,M,5,,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3889,3890,SW-16-45-15-2,W2,45,15,SW16,16,SW,TIV,,5,TISDALESOLONETZICDARKGRA,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3890,3891,SW-16-45-15-2,W2,45,15,SW16,16,SW,EDD,M,5.8,ELDERSLEY DARK GRAY LUVISOL,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3891,3892,SW-16-45-15-2,W2,45,15,SW16,16,SW,EDD,M,5.8,ELDERSLEY DARK GRAY LUVISOL,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3892,3893,SW-16-45-15-2,W2,45,15,SW16,16,SW,EDE,M,5.5,,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3893,3894,SW-16-45-15-2,W2,45,15,SW16,16,SW,TIA,M,5.7,TISDALE ORTHIC DARK GRAY,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3894,3895,SW-16-45-15-2,W2,45,15,SW16,16,SW,TIA,,6.1,TISDALEORTHICDARKGRAY,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3895,3896,SW-16-45-15-2,W2,45,15,SW16,16,SW,ARC,M,5.8,ARBORFIELD DARK GRAY SOLODI,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3896,3897,SW-16-45-15-2,W2,45,15,SW16,16,SW,EDE,M,5.6,,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3897,3898,SW-16-45-15-2,W2,45,15,SW16,16,SW,EDD,,5.8,ELDERSLEYDARKGRAYLUVISOL,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
3898,3899,SW-16-45-15-2,W2,45,15,SW16,16,SW,EDE,,5.5,EDENWOLDELUVIATEDBLACK,,,,558814.0437,5858683.552,516,730.5,882.5,1508.5,2342.5,2744.5454,1978.8,2.0795147,2.3948858,0.82643163,0.83910364,0.57339644,0.61119354,0.21633585,0.32030213,0.198444460785859,0.861085046137184,0.922600252925081,0.325015392632605,0.555556347718043,0.43270954,0.5420294,0.91707486,2.0278533,1.9038008,7.6833453,0.7794889,0.77791137,0.7526409,1.3338996,551.5215,288.08533,0.043559194,0.4782204,1.3917437,369.7294,8.689684,1.5149887,144.906073382074,305.122763957449,4.585366,0.37102398,0.25484717,0.48798674,0.75872284,0.5862547,0.31057993,0.2518144,0.5069084,0.28383848,7
